supplier_id,supplier_name,location,lead_time_days,reliability_score,average_delay_days
S008932,Ultra Supply Solutions 8932,Hyderabad,21,82.97,5.59
S008933,Premium Supply Solutions 8933,Coimbatore,16,86.7,8.47
S008934,Ultra Supply Solutions 8934,Hyderabad,6,87.94,0.75
S008935,Advanced Supply Solutions 8935,Lucknow,21,78.59,6.15
S008936,Standard Supply Solutions 8936,Noida,8,81.53,1.07
S008937,NextGen Supply Solutions 8937,Indore,20,88.55,8.86
S008938,NextGen Supply Solutions 8938,Gurgaon,11,75.47,7.06
S008939,Power Supply Solutions 8939,Gurgaon,27,90.4,5.53
S008940,Smart Supply Solutions 8940,Hyderabad,29,77.04,11.68
S008941,Pro Supply Solutions 8941,Gurgaon,9,84.91,4.05
S008942,NextGen Supply Solutions 8942,Jaipur,12,93.48,5.19
S008943,NextGen Supply Solutions 8943,Coimbatore,28,65.79,8.9
S008944,Smart Supply Solutions 8944,Mumbai,3,73.17,6.4
S008945,Pro Supply Solutions 8945,Delhi,17,84.08,7.97
S008946,Standard Supply Solutions 8946,Bangalore,6,68.61,11.72
S008947,Pro Supply Solutions 8947,Kochi,15,71.99,8.41
S008948,Pro Supply Solutions 8948,Mumbai,3,90.47,1.98
S008949,NextGen Supply Solutions 8949,Indore,6,65.88,2.67
S008950,Industrial Supply Solutions 8950,Pune,14,85.74,10.46
S008951,Ultra Supply Solutions 8951,Chennai,4,66.16,0.77
S008952,Standard Supply Solutions 8952,Coimbatore,25,68.94,6.21
S008953,Advanced Supply Solutions 8953,Jaipur,19,78.27,10.89
S008954,Premium Supply Solutions 8954,Gurgaon,15,97.8,9.36
S008955,Power Supply Solutions 8955,Indore,16,83.56,1.56
S008956,Smart Supply Solutions 8956,Kochi,26,75.62,8.94
S008957,Standard Supply Solutions 8957,Noida,26,78.99,4.71
S008958,Power Supply Solutions 8958,Chennai,4,84.34,10.84
S008959,Industrial Supply Solutions 8959,Coimbatore,22,86.06,6.96
S008960,NextGen Supply Solutions 8960,Jaipur,16,74.11,6.68
S008961,Industrial Supply Solutions 8961,Coimbatore,24,71.71,0.3
S008962,Industrial Supply Solutions 8962,Coimbatore,25,81.84,3.15
S008963,Power Supply Solutions 8963,Gurgaon,22,86.92,5.07
S008964,Standard Supply Solutions 8964,Pune,21,92.76,8.74
S008965,Power Supply Solutions 8965,Coimbatore,8,85.16,6.34
S008966,Eco Supply Solutions 8966,Coimbatore,26,88.54,10.26
S008967,Eco Supply Solutions 8967,Mumbai,22,81.46,0.61
S008968,Smart Supply Solutions 8968,Noida,10,84.27,4.01
S008969,Advanced Supply Solutions 8969,Noida,9,86.61,7.25
S008970,Power Supply Solutions 8970,Kochi,17,73.04,7.97
S008971,Standard Supply Solutions 8971,Coimbatore,12,96.76,6.13
S008972,Smart Supply Solutions 8972,Hyderabad,21,76.74,4.91
S008973,Advanced Supply Solutions 8973,Coimbatore,14,85.56,1.04
S008974,Eco Supply Solutions 8974,Noida,7,84.07,8.42
S008975,Ultra Supply Solutions 8975,Mumbai,14,94.01,10.86
S008976,Ultra Supply Solutions 8976,Ahmedabad,25,68.86,9.74
S008977,Eco Supply Solutions 8977,Delhi,26,95.06,8.47
S008978,Smart Supply Solutions 8978,Coimbatore,11,69.66,7.68
S008979,Eco Supply Solutions 8979,Kochi,25,69.91,9.31
S008980,Premium Supply Solutions 8980,Indore,5,94.32,9.37
S008981,NextGen Supply Solutions 8981,Noida,30,73.74,0.28
S008982,Premium Supply Solutions 8982,Pune,24,85.8,4.42
S008983,Power Supply Solutions 8983,Kolkata,4,80.76,10.44
S008984,Power Supply Solutions 8984,Coimbatore,22,96.77,10.24
S008985,Smart Supply Solutions 8985,Delhi,16,91.59,8.58
S008986,NextGen Supply Solutions 8986,Indore,27,76.39,3.85
S008987,Eco Supply Solutions 8987,Kolkata,9,92.66,9.62
S008988,Ultra Supply Solutions 8988,Gurgaon,27,72.68,2.93
S008989,Pro Supply Solutions 8989,Jaipur,27,85.93,2.84
S008990,Smart Supply Solutions 8990,Mumbai,10,90.55,6.52
S008991,Pro Supply Solutions 8991,Delhi,15,88.91,6.94
S008992,Advanced Supply Solutions 8992,Delhi,20,87.33,4.35
S008993,NextGen Supply Solutions 8993,Kochi,9,93.22,7.32
S008994,Industrial Supply Solutions 8994,Mumbai,30,83.91,8.57
S008995,Pro Supply Solutions 8995,Noida,8,96.56,2.33
S008996,Industrial Supply Solutions 8996,Mumbai,9,69.92,3.61
S008997,Smart Supply Solutions 8997,Kochi,17,77.09,8.46
S008998,Power Supply Solutions 8998,Coimbatore,16,91.62,11.14
S008999,Pro Supply Solutions 8999,Kolkata,4,75.47,10.64
S009000,Eco Supply Solutions 9000,Hyderabad,28,80.06,1.73
S009001,Industrial Supply Solutions 9001,Kolkata,9,91.28,6.92
S009002,Pro Supply Solutions 9002,Jaipur,5,83.31,9.64
S009003,Standard Supply Solutions 9003,Jaipur,17,71.38,3.0
S009004,Industrial Supply Solutions 9004,Noida,28,70.94,7.79
S009005,Eco Supply Solutions 9005,Gurgaon,3,75.24,5.25
S009006,Standard Supply Solutions 9006,Noida,16,75.3,8.02
S009007,Eco Supply Solutions 9007,Hyderabad,28,69.65,0.58
S009008,Industrial Supply Solutions 9008,Hyderabad,28,93.38,3.89
S009009,Pro Supply Solutions 9009,Indore,7,74.61,3.83
S009010,Ultra Supply Solutions 9010,Gurgaon,20,92.28,5.14
S009011,Industrial Supply Solutions 9011,Lucknow,26,98.1,1.55
S009012,Advanced Supply Solutions 9012,Noida,21,76.29,5.35
S009013,Eco Supply Solutions 9013,Kolkata,21,97.99,6.59
S009014,Industrial Supply Solutions 9014,Gurgaon,24,71.5,0.51
S009015,Power Supply Solutions 9015,Jaipur,15,87.01,3.75
S009016,Ultra Supply Solutions 9016,Delhi,4,98.7,2.29
S009017,Advanced Supply Solutions 9017,Kolkata,20,92.48,11.67
S009018,Eco Supply Solutions 9018,Jaipur,20,72.81,1.74
S009019,Ultra Supply Solutions 9019,Mumbai,26,73.75,7.6
S009020,Advanced Supply Solutions 9020,Mumbai,28,73.92,4.94
S009021,Eco Supply Solutions 9021,Delhi,12,97.06,3.59
S009022,Premium Supply Solutions 9022,Gurgaon,29,73.34,10.28
S009023,Eco Supply Solutions 9023,Hyderabad,3,82.33,8.04
S009024,Premium Supply Solutions 9024,Kolkata,30,76.9,7.52
S009025,Power Supply Solutions 9025,Delhi,6,77.28,1.31
S009026,Power Supply Solutions 9026,Hyderabad,21,78.88,3.26
S009027,NextGen Supply Solutions 9027,Bangalore,22,76.73,3.46
S009028,Ultra Supply Solutions 9028,Lucknow,20,85.4,5.33
S009029,Premium Supply Solutions 9029,Kolkata,30,79.47,11.07
S009030,Ultra Supply Solutions 9030,Delhi,18,79.99,4.96
S009031,Smart Supply Solutions 9031,Ahmedabad,6,82.2,4.07
S009032,Advanced Supply Solutions 9032,Indore,20,77.11,1.04
S009033,Standard Supply Solutions 9033,Lucknow,11,90.66,4.74
S009034,Industrial Supply Solutions 9034,Indore,20,82.12,0.82
S009035,Power Supply Solutions 9035,Kolkata,13,82.31,4.51
S009036,Smart Supply Solutions 9036,Pune,4,72.13,11.62
S009037,Standard Supply Solutions 9037,Chennai,20,66.05,6.76
S009038,Eco Supply Solutions 9038,Chennai,5,92.52,2.66
S009039,NextGen Supply Solutions 9039,Indore,12,94.09,3.73
S009040,Smart Supply Solutions 9040,Delhi,20,73.2,6.94
S009041,Eco Supply Solutions 9041,Lucknow,27,77.24,0.43
S009042,Pro Supply Solutions 9042,Indore,11,77.17,10.81
S009043,Premium Supply Solutions 9043,Lucknow,11,88.26,7.02
S009044,Industrial Supply Solutions 9044,Noida,11,71.37,6.01
S009045,NextGen Supply Solutions 9045,Lucknow,19,98.28,8.65
S009046,Eco Supply Solutions 9046,Bangalore,8,67.1,2.56
S009047,NextGen Supply Solutions 9047,Lucknow,17,98.11,0.46
S009048,Power Supply Solutions 9048,Ahmedabad,25,67.34,7.46
S009049,Industrial Supply Solutions 9049,Coimbatore,5,75.8,2.09
S009050,Eco Supply Solutions 9050,Mumbai,30,73.52,0.34
S009051,Pro Supply Solutions 9051,Indore,17,73.83,11.16
S009052,Premium Supply Solutions 9052,Gurgaon,20,98.82,9.5
S009053,Pro Supply Solutions 9053,Mumbai,20,80.58,1.55
S009054,Eco Supply Solutions 9054,Ahmedabad,29,69.06,10.78
S009055,NextGen Supply Solutions 9055,Bangalore,21,98.4,1.0
S009056,Standard Supply Solutions 9056,Mumbai,27,73.25,9.68
S009057,Power Supply Solutions 9057,Ahmedabad,11,67.47,5.09
S009058,Smart Supply Solutions 9058,Lucknow,9,65.82,6.31
S009059,NextGen Supply Solutions 9059,Mumbai,21,80.75,8.09
S009060,Premium Supply Solutions 9060,Hyderabad,7,96.22,1.37
S009061,Standard Supply Solutions 9061,Pune,6,65.58,10.91
S009062,Eco Supply Solutions 9062,Gurgaon,8,89.66,1.89
S009063,Standard Supply Solutions 9063,Bangalore,10,73.85,11.31
S009064,Advanced Supply Solutions 9064,Noida,5,72.45,1.28
S009065,Standard Supply Solutions 9065,Ahmedabad,23,88.93,2.23
S009066,Standard Supply Solutions 9066,Coimbatore,19,90.43,0.88
S009067,Power Supply Solutions 9067,Chennai,8,84.01,4.89
S009068,Industrial Supply Solutions 9068,Ahmedabad,10,71.88,7.17
S009069,Premium Supply Solutions 9069,Mumbai,29,65.21,7.58
S009070,Premium Supply Solutions 9070,Indore,28,90.07,9.98
S009071,Ultra Supply Solutions 9071,Lucknow,6,85.39,6.43
S009072,Pro Supply Solutions 9072,Pune,20,79.37,6.22
S009073,Pro Supply Solutions 9073,Kolkata,12,72.26,4.05
S009074,Standard Supply Solutions 9074,Lucknow,13,90.91,7.88
S009075,Industrial Supply Solutions 9075,Chennai,19,67.41,10.92
S009076,Power Supply Solutions 9076,Hyderabad,30,86.85,4.39
S009077,Eco Supply Solutions 9077,Hyderabad,19,88.41,4.4
S009078,Ultra Supply Solutions 9078,Jaipur,29,72.59,4.25
S009079,Ultra Supply Solutions 9079,Hyderabad,25,81.43,2.88
S009080,Advanced Supply Solutions 9080,Mumbai,24,82.69,6.89
S009081,NextGen Supply Solutions 9081,Delhi,25,85.1,1.45
S009082,Pro Supply Solutions 9082,Coimbatore,25,95.64,10.05
S009083,Ultra Supply Solutions 9083,Indore,10,83.58,1.83
S009084,Pro Supply Solutions 9084,Coimbatore,30,67.29,2.25
S009085,Industrial Supply Solutions 9085,Chennai,28,76.73,1.01
S009086,NextGen Supply Solutions 9086,Kolkata,19,86.36,4.7
S009087,Standard Supply Solutions 9087,Ahmedabad,22,76.33,9.14
S009088,Industrial Supply Solutions 9088,Ahmedabad,27,91.11,10.94
S009089,Ultra Supply Solutions 9089,Bangalore,7,71.46,5.32
S009090,Advanced Supply Solutions 9090,Gurgaon,4,69.86,2.97
S009091,Premium Supply Solutions 9091,Bangalore,30,72.86,8.76
S009092,Smart Supply Solutions 9092,Chennai,18,94.79,8.32
S009093,Eco Supply Solutions 9093,Chennai,23,88.15,8.24
S009094,NextGen Supply Solutions 9094,Jaipur,17,82.68,5.43
S009095,Smart Supply Solutions 9095,Indore,17,75.21,6.87
S009096,Smart Supply Solutions 9096,Jaipur,4,96.23,0.93
S009097,Ultra Supply Solutions 9097,Kolkata,11,95.22,3.15
S009098,Eco Supply Solutions 9098,Ahmedabad,5,78.58,11.14
S009099,Industrial Supply Solutions 9099,Ahmedabad,15,90.59,0.69
S009100,Smart Supply Solutions 9100,Delhi,3,96.06,3.76
S009101,Smart Supply Solutions 9101,Coimbatore,25,75.65,2.87
S009102,Pro Supply Solutions 9102,Indore,11,76.18,1.74
S009103,Industrial Supply Solutions 9103,Hyderabad,23,83.56,11.11
S009104,Standard Supply Solutions 9104,Mumbai,4,78.88,1.69
S009105,Smart Supply Solutions 9105,Delhi,3,90.89,5.97
S009106,Pro Supply Solutions 9106,Noida,14,83.26,10.11
S009107,Industrial Supply Solutions 9107,Bangalore,25,72.2,0.25
S009108,Standard Supply Solutions 9108,Mumbai,25,77.12,1.48
S009109,Advanced Supply Solutions 9109,Noida,18,87.82,4.23
S009110,Smart Supply Solutions 9110,Delhi,20,66.82,1.94
S009111,Ultra Supply Solutions 9111,Mumbai,22,76.63,2.36
S009112,Eco Supply Solutions 9112,Bangalore,21,65.55,7.18
S009113,Power Supply Solutions 9113,Jaipur,23,92.91,2.21
S009114,Eco Supply Solutions 9114,Pune,3,68.98,7.74
S009115,Premium Supply Solutions 9115,Chennai,15,67.62,11.0
S009116,Eco Supply Solutions 9116,Noida,26,91.74,2.91
S009117,Advanced Supply Solutions 9117,Delhi,15,68.04,2.7
S009118,Pro Supply Solutions 9118,Ahmedabad,7,88.26,0.33
S009119,Advanced Supply Solutions 9119,Ahmedabad,21,77.92,0.37
S009120,Eco Supply Solutions 9120,Jaipur,11,92.94,4.88
S009121,Standard Supply Solutions 9121,Noida,17,71.22,5.97
S009122,NextGen Supply Solutions 9122,Jaipur,17,67.87,2.36
S009123,NextGen Supply Solutions 9123,Hyderabad,22,72.77,4.01
S009124,Smart Supply Solutions 9124,Delhi,29,96.69,1.86
S009125,Pro Supply Solutions 9125,Gurgaon,22,93.19,8.24
S009126,Smart Supply Solutions 9126,Bangalore,30,74.72,4.84
S009127,Power Supply Solutions 9127,Kolkata,3,72.01,8.87
S009128,Power Supply Solutions 9128,Noida,24,70.33,6.69
S009129,Pro Supply Solutions 9129,Lucknow,14,72.52,4.65
S009130,Ultra Supply Solutions 9130,Noida,23,71.97,7.59
S009131,Premium Supply Solutions 9131,Coimbatore,5,95.2,0.28
S009132,Standard Supply Solutions 9132,Gurgaon,17,65.68,8.35
S009133,NextGen Supply Solutions 9133,Kolkata,3,94.92,4.58
S009134,Eco Supply Solutions 9134,Hyderabad,21,66.41,6.26
S009135,Smart Supply Solutions 9135,Jaipur,9,93.11,6.38
S009136,Pro Supply Solutions 9136,Lucknow,7,79.48,6.79
S009137,Standard Supply Solutions 9137,Chennai,5,67.62,8.49
S009138,Premium Supply Solutions 9138,Mumbai,10,92.17,1.51
S009139,NextGen Supply Solutions 9139,Bangalore,29,73.72,5.97
S009140,Premium Supply Solutions 9140,Noida,30,94.85,1.18
S009141,Premium Supply Solutions 9141,Noida,5,90.58,2.96
S009142,Advanced Supply Solutions 9142,Mumbai,30,98.38,2.43
S009143,Pro Supply Solutions 9143,Bangalore,19,93.28,7.26
S009144,Power Supply Solutions 9144,Noida,12,73.19,7.35
S009145,Power Supply Solutions 9145,Pune,29,78.91,10.0
S009146,Ultra Supply Solutions 9146,Kolkata,9,88.69,6.36
S009147,Eco Supply Solutions 9147,Hyderabad,8,75.75,8.99
S009148,Advanced Supply Solutions 9148,Jaipur,9,83.58,10.69
S009149,Industrial Supply Solutions 9149,Kochi,7,73.08,1.78
S009150,Power Supply Solutions 9150,Bangalore,16,87.54,8.71
S009151,Power Supply Solutions 9151,Mumbai,6,76.63,4.07
S009152,Ultra Supply Solutions 9152,Gurgaon,9,66.88,3.48
S009153,Advanced Supply Solutions 9153,Noida,13,97.9,11.56
S009154,Power Supply Solutions 9154,Delhi,21,93.69,2.64
S009155,NextGen Supply Solutions 9155,Delhi,27,75.33,10.99
S009156,Pro Supply Solutions 9156,Jaipur,5,69.41,9.92
S009157,Power Supply Solutions 9157,Kolkata,20,90.0,10.57
S009158,Industrial Supply Solutions 9158,Mumbai,5,72.5,7.11
S009159,Premium Supply Solutions 9159,Noida,30,85.59,7.1
S009160,Pro Supply Solutions 9160,Mumbai,10,91.49,4.95
S009161,Standard Supply Solutions 9161,Hyderabad,26,74.26,4.93
S009162,Standard Supply Solutions 9162,Jaipur,24,74.68,10.24
S009163,Standard Supply Solutions 9163,Hyderabad,12,67.09,4.78
S009164,Eco Supply Solutions 9164,Bangalore,12,75.87,5.94
S009165,NextGen Supply Solutions 9165,Coimbatore,11,85.31,11.96
S009166,Power Supply Solutions 9166,Hyderabad,16,70.3,4.38
S009167,Eco Supply Solutions 9167,Ahmedabad,15,97.4,9.91
S009168,NextGen Supply Solutions 9168,Lucknow,21,89.56,3.47
S009169,Standard Supply Solutions 9169,Coimbatore,16,71.93,0.5
S009170,Standard Supply Solutions 9170,Lucknow,25,83.04,7.2
S009171,Premium Supply Solutions 9171,Pune,16,78.31,5.86
S009172,Eco Supply Solutions 9172,Lucknow,11,78.0,9.48
S009173,Pro Supply Solutions 9173,Bangalore,12,84.04,0.25
S009174,Premium Supply Solutions 9174,Chennai,23,68.68,1.03
S009175,Industrial Supply Solutions 9175,Delhi,6,72.32,10.34
S009176,NextGen Supply Solutions 9176,Ahmedabad,11,70.09,5.87
S009177,Pro Supply Solutions 9177,Indore,11,70.92,6.18
S009178,Standard Supply Solutions 9178,Kochi,21,87.28,2.86
S009179,Ultra Supply Solutions 9179,Coimbatore,6,98.87,11.13
S009180,Power Supply Solutions 9180,Delhi,15,87.14,10.99
S009181,Power Supply Solutions 9181,Kochi,21,98.48,6.3
S009182,Smart Supply Solutions 9182,Jaipur,28,84.62,2.77
S009183,Power Supply Solutions 9183,Kolkata,15,74.63,11.8
S009184,Industrial Supply Solutions 9184,Mumbai,30,94.66,10.73
S009185,NextGen Supply Solutions 9185,Mumbai,20,67.28,6.35
S009186,Eco Supply Solutions 9186,Indore,24,68.48,7.59
S009187,Pro Supply Solutions 9187,Chennai,9,97.22,5.39
S009188,Smart Supply Solutions 9188,Noida,28,87.11,2.63
S009189,Industrial Supply Solutions 9189,Coimbatore,10,96.58,8.24
S009190,Smart Supply Solutions 9190,Ahmedabad,6,69.52,8.1
S009191,Ultra Supply Solutions 9191,Hyderabad,5,91.12,6.66
S009192,NextGen Supply Solutions 9192,Ahmedabad,21,72.98,9.81
S009193,Power Supply Solutions 9193,Hyderabad,20,76.67,5.53
S009194,Industrial Supply Solutions 9194,Delhi,8,95.57,10.36
S009195,Smart Supply Solutions 9195,Lucknow,27,78.98,2.76
S009196,Ultra Supply Solutions 9196,Pune,10,87.8,11.55
S009197,NextGen Supply Solutions 9197,Jaipur,20,95.17,2.62
S009198,Advanced Supply Solutions 9198,Jaipur,17,94.61,2.09
S009199,Pro Supply Solutions 9199,Gurgaon,19,65.3,7.32
S009200,Advanced Supply Solutions 9200,Gurgaon,23,70.38,1.3
S009201,Industrial Supply Solutions 9201,Delhi,28,96.23,2.18
S009202,Standard Supply Solutions 9202,Ahmedabad,23,84.12,8.8
S009203,Advanced Supply Solutions 9203,Kochi,28,81.33,3.84
S009204,NextGen Supply Solutions 9204,Delhi,27,67.22,9.64
S009205,Standard Supply Solutions 9205,Hyderabad,13,65.85,2.04
S009206,NextGen Supply Solutions 9206,Jaipur,18,97.42,4.75
S009207,Advanced Supply Solutions 9207,Coimbatore,8,81.11,4.76
S009208,Standard Supply Solutions 9208,Pune,28,91.74,5.87
S009209,Advanced Supply Solutions 9209,Lucknow,30,72.48,5.04
S009210,Standard Supply Solutions 9210,Delhi,27,73.06,4.76
S009211,Eco Supply Solutions 9211,Gurgaon,23,84.05,4.08
S009212,Advanced Supply Solutions 9212,Coimbatore,26,94.78,0.38
S009213,NextGen Supply Solutions 9213,Kolkata,25,74.81,7.48
S009214,Power Supply Solutions 9214,Ahmedabad,9,76.18,5.79
S009215,Power Supply Solutions 9215,Delhi,10,83.72,4.6
S009216,Smart Supply Solutions 9216,Ahmedabad,17,66.36,2.69
S009217,Eco Supply Solutions 9217,Gurgaon,14,77.88,10.72
S009218,Ultra Supply Solutions 9218,Coimbatore,23,83.91,3.01
S009219,Ultra Supply Solutions 9219,Hyderabad,23,65.16,11.07
S009220,NextGen Supply Solutions 9220,Pune,30,86.69,2.76
S009221,Ultra Supply Solutions 9221,Noida,25,66.73,11.66
S009222,Power Supply Solutions 9222,Coimbatore,3,89.48,5.15
S009223,Industrial Supply Solutions 9223,Hyderabad,12,92.26,6.49
S009224,Advanced Supply Solutions 9224,Jaipur,12,93.52,3.73
S009225,Pro Supply Solutions 9225,Indore,20,87.9,11.28
S009226,Standard Supply Solutions 9226,Noida,12,84.09,3.53
S009227,Eco Supply Solutions 9227,Kolkata,30,75.46,8.82
S009228,Industrial Supply Solutions 9228,Hyderabad,11,79.44,0.44
S009229,Power Supply Solutions 9229,Chennai,15,67.96,6.79
S009230,Advanced Supply Solutions 9230,Bangalore,25,89.04,8.95
S009231,Premium Supply Solutions 9231,Delhi,13,65.84,5.76
S009232,Smart Supply Solutions 9232,Kolkata,4,79.06,7.79
S009233,Premium Supply Solutions 9233,Delhi,12,82.21,9.26
S009234,Ultra Supply Solutions 9234,Bangalore,13,87.1,6.1
S009235,Industrial Supply Solutions 9235,Jaipur,20,76.67,2.77
S009236,Premium Supply Solutions 9236,Mumbai,22,80.05,4.88
S009237,Premium Supply Solutions 9237,Delhi,18,84.97,8.82
S009238,Industrial Supply Solutions 9238,Gurgaon,14,96.39,3.4
S009239,Standard Supply Solutions 9239,Indore,17,87.85,7.66
S009240,Premium Supply Solutions 9240,Jaipur,7,73.65,1.95
S009241,Smart Supply Solutions 9241,Bangalore,8,93.81,11.18
S009242,Smart Supply Solutions 9242,Delhi,20,66.87,7.32
S009243,Standard Supply Solutions 9243,Kochi,27,74.26,5.73
S009244,NextGen Supply Solutions 9244,Jaipur,17,68.68,9.78
S009245,Eco Supply Solutions 9245,Pune,4,80.2,9.61
S009246,Standard Supply Solutions 9246,Coimbatore,30,86.66,1.35
S009247,NextGen Supply Solutions 9247,Indore,12,83.05,3.82
S009248,Power Supply Solutions 9248,Kochi,23,92.58,5.61
S009249,Premium Supply Solutions 9249,Kochi,28,84.29,4.22
S009250,Ultra Supply Solutions 9250,Kochi,30,72.91,3.94
S009251,Standard Supply Solutions 9251,Delhi,6,83.24,4.36
S009252,Standard Supply Solutions 9252,Jaipur,8,90.01,1.88
S009253,Smart Supply Solutions 9253,Coimbatore,21,82.1,1.61
S009254,Power Supply Solutions 9254,Hyderabad,24,80.03,3.27
S009255,Power Supply Solutions 9255,Bangalore,26,82.99,1.03
S009256,Advanced Supply Solutions 9256,Pune,18,83.63,6.22
S009257,Industrial Supply Solutions 9257,Chennai,7,75.56,2.01
S009258,Ultra Supply Solutions 9258,Coimbatore,22,94.04,1.0
S009259,Ultra Supply Solutions 9259,Kolkata,21,72.06,10.08
S009260,Smart Supply Solutions 9260,Noida,16,66.12,7.13
S009261,Advanced Supply Solutions 9261,Coimbatore,20,90.21,10.8
S009262,Smart Supply Solutions 9262,Kochi,8,93.64,11.8
S009263,Ultra Supply Solutions 9263,Kochi,25,86.85,7.2
S009264,Industrial Supply Solutions 9264,Coimbatore,4,80.94,9.59
S009265,Standard Supply Solutions 9265,Jaipur,26,98.16,2.08
S009266,Advanced Supply Solutions 9266,Hyderabad,26,77.61,8.44
S009267,Premium Supply Solutions 9267,Jaipur,22,78.8,6.68
S009268,Smart Supply Solutions 9268,Chennai,25,85.1,8.18
S009269,Eco Supply Solutions 9269,Chennai,28,79.63,1.44
S009270,Standard Supply Solutions 9270,Noida,7,83.88,11.24
S009271,NextGen Supply Solutions 9271,Chennai,18,97.86,5.13
S009272,Pro Supply Solutions 9272,Bangalore,21,73.07,9.35
S009273,Power Supply Solutions 9273,Coimbatore,29,70.05,11.89
S009274,Advanced Supply Solutions 9274,Gurgaon,23,79.4,10.51
S009275,Pro Supply Solutions 9275,Jaipur,19,82.14,3.88
S009276,Standard Supply Solutions 9276,Lucknow,18,89.25,4.94
S009277,Ultra Supply Solutions 9277,Noida,7,97.48,7.85
S009278,Ultra Supply Solutions 9278,Noida,11,88.41,6.55
S009279,NextGen Supply Solutions 9279,Kochi,15,98.56,5.04
S009280,Smart Supply Solutions 9280,Chennai,27,73.38,7.91
S009281,Premium Supply Solutions 9281,Lucknow,27,72.1,10.93
S009282,Smart Supply Solutions 9282,Jaipur,20,75.42,3.85
S009283,Ultra Supply Solutions 9283,Delhi,5,91.76,1.71
S009284,Pro Supply Solutions 9284,Delhi,23,71.34,8.17
S009285,Pro Supply Solutions 9285,Indore,15,71.67,7.16
S009286,Industrial Supply Solutions 9286,Indore,21,79.0,10.89
S009287,Industrial Supply Solutions 9287,Coimbatore,15,75.8,8.96
S009288,Pro Supply Solutions 9288,Mumbai,23,86.98,4.89
S009289,Advanced Supply Solutions 9289,Indore,9,95.27,7.67
S009290,Smart Supply Solutions 9290,Lucknow,7,69.71,10.38
S009291,Premium Supply Solutions 9291,Kochi,9,83.59,4.3
S009292,NextGen Supply Solutions 9292,Ahmedabad,28,68.01,0.36
S009293,Standard Supply Solutions 9293,Ahmedabad,5,72.53,7.59
S009294,NextGen Supply Solutions 9294,Kolkata,11,75.51,0.51
S009295,Ultra Supply Solutions 9295,Bangalore,12,84.69,11.26
S009296,Smart Supply Solutions 9296,Ahmedabad,26,83.87,2.18
S009297,Eco Supply Solutions 9297,Hyderabad,13,86.86,4.62
S009298,Advanced Supply Solutions 9298,Hyderabad,28,92.84,11.37
S009299,Power Supply Solutions 9299,Bangalore,30,71.37,1.14
S009300,Industrial Supply Solutions 9300,Kolkata,21,90.28,0.25
S009301,Smart Supply Solutions 9301,Bangalore,12,87.68,1.42
S009302,Power Supply Solutions 9302,Lucknow,19,67.71,11.84
S009303,Premium Supply Solutions 9303,Indore,21,76.72,11.67
S009304,Power Supply Solutions 9304,Lucknow,6,65.94,4.74
S009305,Industrial Supply Solutions 9305,Chennai,26,68.07,8.97
S009306,Ultra Supply Solutions 9306,Delhi,15,74.65,8.88
S009307,Standard Supply Solutions 9307,Ahmedabad,26,73.27,1.38
S009308,Ultra Supply Solutions 9308,Jaipur,20,95.61,2.97
S009309,Standard Supply Solutions 9309,Bangalore,27,95.39,10.69
S009310,Industrial Supply Solutions 9310,Lucknow,5,84.65,2.16
S009311,Eco Supply Solutions 9311,Kolkata,4,89.99,6.35
S009312,Power Supply Solutions 9312,Lucknow,6,98.99,3.08
S009313,Industrial Supply Solutions 9313,Mumbai,27,78.95,6.78
S009314,Power Supply Solutions 9314,Kolkata,30,82.76,2.52
S009315,Ultra Supply Solutions 9315,Kolkata,30,87.14,2.75
S009316,Ultra Supply Solutions 9316,Bangalore,12,96.3,0.75
S009317,NextGen Supply Solutions 9317,Jaipur,10,92.1,11.88
S009318,Premium Supply Solutions 9318,Indore,12,67.19,1.53
S009319,Industrial Supply Solutions 9319,Gurgaon,25,89.24,5.1
S009320,Ultra Supply Solutions 9320,Pune,10,73.57,5.13
S009321,Smart Supply Solutions 9321,Noida,18,73.67,3.78
S009322,Standard Supply Solutions 9322,Pune,21,83.61,9.57
S009323,Power Supply Solutions 9323,Pune,13,88.67,4.18
S009324,NextGen Supply Solutions 9324,Kochi,16,70.41,7.58
S009325,Industrial Supply Solutions 9325,Gurgaon,21,75.69,6.61
S009326,Industrial Supply Solutions 9326,Hyderabad,25,89.35,10.4
S009327,Ultra Supply Solutions 9327,Kolkata,8,70.17,9.87
S009328,Pro Supply Solutions 9328,Lucknow,17,93.89,2.77
S009329,Industrial Supply Solutions 9329,Ahmedabad,7,80.51,9.05
S009330,Premium Supply Solutions 9330,Mumbai,3,84.92,9.55
S009331,Ultra Supply Solutions 9331,Lucknow,21,67.73,11.05
S009332,Industrial Supply Solutions 9332,Kochi,16,97.45,11.57
S009333,Standard Supply Solutions 9333,Chennai,10,95.86,8.9
S009334,Power Supply Solutions 9334,Coimbatore,4,71.46,5.51
S009335,NextGen Supply Solutions 9335,Coimbatore,29,87.55,3.66
S009336,Advanced Supply Solutions 9336,Coimbatore,26,91.97,10.4
S009337,Advanced Supply Solutions 9337,Pune,29,69.15,11.0
S009338,Power Supply Solutions 9338,Indore,6,84.63,1.35
S009339,Standard Supply Solutions 9339,Lucknow,3,93.92,6.74
S009340,Smart Supply Solutions 9340,Indore,9,82.23,1.72
